year,month,country,systems_count,total_rmax,total_rpeak,average_rmax,average_power,average_efficiency,highest_rank,total_cores,total_power_kw,month_num,date,power_missing,efficiency_missing,performance_per_core,power_efficiency
2011,June,India,2,187.91,243,93.955,692,0.130556967,58,18128,1384,6,6/1/2011,0,0,0.010365733,0.135773121
2011,June,Ireland,1,40.49,76.61,40.49,Unknown,Unknown,489,7200,0,6,6/1/2011,1,1,0.005623611,Unknown
2011,June,Israel,2,135.36,280.44,67.68,336,0.201428571,149,23928,672,6,6/1/2011,0,0,0.005656971,0.201428571
2011,June,Italy,5,471.75,748.25,94.35,482.6666667,0.163555914,54,42080,1448,6,6/1/2011,0,0,0.011210789,0.325794199
2011,June,Japan,26,11182.23,13641.3,430.0857692,1002.631579,0.339840803,1,832838,19050,6,6/1/2011,0,0,0.013426657,0.586993701
2011,June,Netherlands,1,50.92,64.97,50.92,552,0.092246377,304,3456,552,6,6/1/2011,0,0,0.014733796,0.092246377
2011,June,Norway,1,40.59,51.06,40.59,274,0.148138686,487,5550,274,6,6/1/2011,0,0,0.007313514,0.148138686
2011,June,Poland,5,315.08,448.2,63.016,Unknown,Unknown,81,44274,0,6,6/1/2011,1,1,0.007116592,Unknown
2011,June,Russia,12,1341.59,2290.99,111.7991667,538,0.216876287,13,115120,4304,6,6/1/2011,0,0,0.011653839,0.311707714
2011,June,Saudi Arabia,4,359.24,414.85,89.81,504,0.378769841,39,81920,504,6,6/1/2011,0,0,0.004385254,0.712777778
2011,June,Singapore,2,94.07,144.57,47.035,408,0.128995098,273,13192,408,6,6/1/2011,0,0,0.007130837,0.230563725
2011,June,South Korea,4,950.83,1126.29,237.7075,1566.333333,0.19505186,20,123384,4699,6,6/1/2011,0,0,0.007706267,0.202347308
2011,June,Spain,2,135.86,197.7,67.93,154,0.467727273,136,14160,154,6,6/1/2011,0,0,0.009594633,0.882207792
2011,June,Sweden,5,489.53,661.64,97.906,173,0.266127168,31,75280,173,6,6/1/2011,0,0,0.00650279,2.829653179
2011,June,Switzerland,4,317.9,383.38,79.475,302.25,0.296052067,44,49480,1209,6,6/1/2011,0,0,0.006424818,0.262944582
2011,June,Taiwan,2,220.5,313.57,110.25,288,0.150694444,42,32148,288,6,6/1/2011,0,0,0.006858903,0.765625
2011,June,United Kingdom,27,1872.15,2806.54,69.33888889,415.6666667,0.207140232,24,260572,6235,6,6/1/2011,0,0,0.00718477,0.300264635
2011,June,United States,255,25265.78,36064.63,99.0814902,720.0306122,0.257690993,3,3887556,70563,6,6/1/2011,0,0,0.006499142,0.35805989
2011,November,Australia,4,353.76,479.8,88.44,166,0.498684254,91,35424,332,11,11/1/2011,0,0,0.00998645,1.065542169
2011,November,Austria,2,205.97,241.21,102.985,430,0.355581395,77,26248,430,11,11/1/2011,0,0,0.007847074,0.479
2011,November,Belgium,1,64.6,151.47,64.6,480,0.134583333,291,16704,480,11,11/1/2011,0,0,0.003867337,0.134583333
2011,November,Brazil,2,269.73,330.45,134.865,430,0.150302326,49,37184,430,11,11/1/2011,0,0,0.007253926,0.62727907
2011,November,Canada,9,1249.49,1744.54,138.8322222,456.3333333,0.321873868,41,137200,2738,11,11/1/2011,0,0,0.00910707,0.456351351
2011,November,China,74,10489.44,19377.44,141.7491892,462.546875,0.222058776,2,1315608,29603,11,11/1/2011,0,0,0.007973074,0.35433706
2011,November,Denmark,2,213.47,281.98,106.735,490,0.330816327,70,25912,490,11,11/1/2011,0,0,0.008238268,0.435653061
2011,November,Finland,1,76.51,102,76.51,520,0.147134615,202,10864,520,11,11/1/2011,0,0,0.007042526,0.147134615
2011,November,France,23,3709.34,4759.2,161.2756522,783.0833333,0.285946976,9,458136,9397,11,11/1/2011,0,0,0.008096591,0.394736618
2011,November,Germany,20,3631.26,4773.67,181.563,792.9090909,0.315225362,12,612672,8722,11,11/1/2011,0,0,0.005926923,0.41633341
2011,November,India,2,187.91,243,93.955,692,0.130556967,85,18128,1384,11,11/1/2011,0,0,0.010365733,0.135773121
2011,November,Ireland,3,194.82,270.96,64.94,Unknown,Unknown,285,24192,0,11,11/1/2011,1,1,0.008053075,Unknown
2011,November,Israel,3,213.06,442.03,71.02,353,0.201210779,184,37716,1059,11,11/1/2011,0,0,0.005649061,0.201189802
2011,November,Italy,4,426.22,666.7,106.555,451.3333333,0.401096924,82,41200,1354,11,11/1/2011,0,0,0.010345146,0.31478582
2011,November,Japan,30,14224.08,17223.34,474.136,1243.055556,0.257377171,1,1057854,22375,11,11/1/2011,0,0,0.013446166,0.635713073
2011,November,Poland,6,439.12,650.1,73.18666667,157,0.409745223,88,50944,157,11,11/1/2011,0,0,0.008619661,2.796942675
2011,November,Russia,5,1043.07,1869.3,208.614,2800,0.240753571,18,75912,2800,11,11/1/2011,0,0,0.013740515,0.372525
2011,November,Saudi Arabia,3,317.47,366.84,105.8233333,504,0.378769841,53,77824,504,11,11/1/2011,0,0,0.004079333,0.629900794
2011,November,Singapore,1,52.63,99,52.63,408,0.128995098,467,9304,408,11,11/1/2011,0,0,0.005656707,0.128995098
2011,November,South Korea,3,907.6,1065.46,302.5333333,1566.333333,0.19505186,31,116472,4699,11,11/1/2011,0,0,0.007792431,0.193147478
2011,November,Spain,3,239.06,380.58,79.68666667,118,0.863131929,114,19704,236,11,11/1/2011,0,0,0.012132562,1.012966102
2011,November,Sweden,3,396.46,547.86,132.1533333,Unknown,Unknown,44,63464,0,11,11/1/2011,1,1,0.006247006,Unknown
2011,November,Switzerland,3,409.69,607.45,136.5633333,152,0.341315789,34,59968,152,11,11/1/2011,0,0,0.00683181,2.695328947
2011,November,Taiwan,2,247.53,380.2,123.765,92,0.765543478,60,30996,92,11,11/1/2011,0,0,0.007985869,2.690543478
2011,November,United Kingdom,27,2771.52,3868.52,102.6488889,417.25,0.259820669,19,304400,8345,11,11/1/2011,0,0,0.009104862,0.332117436
2011,November,United States,263,31674.34,46630.71,120.4347529,594.6888889,0.41219813,3,4522477,80283,11,11/1/2011,0,0,0.007003759,0.394533587
2012,June,Australia,6,1162.58,1535.17,193.7633333,277.5,1.192431745,31,110306,555,6,6/1/2012,0,0,0.01053959,2.094738739
2012,June,Austria,1,152.9,182.83,152.9,430,0.355581395,117,20776,430,6,6/1/2012,0,0,0.007359453,0.355581395
2012,June,Belgium,2,216.95,327.19,108.475,480,0.134583333,118,25152,480,6,6/1/2012,0,0,0.008625557,0.451979167
2012,June,Brazil,3,530.33,897.03,176.7766667,398,0.418730398,68,54976,796,6,6/1/2012,0,0,0.009646573,0.666243719
2012,June,Canada,10,1424.19,1912.08,142.419,483.1666667,0.331872801,66,155344,2899,6,6/1/2012,0,0,0.009167976,0.491269403
2012,June,China,68,11397.02,21026.21,167.6032353,569.7169811,0.243043395,5,1427790,30195,6,6/1/2012,0,0,0.00798228,0.377447259
2012,June,Denmark,1,162.1,183.68,162.1,490,0.330816327,108,15672,490,6,6/1/2012,0,0,0.010343287,0.330816327
2012,June,Finland,1,76.51,102,76.51,520,0.147134615,336,10864,520,6,6/1/2012,0,0,0.007042526,0.147134615
2012,June,France,22,6358.05,7915.3,289.0022727,827.7857143,0.619701269,9,635848,11589,6,6/1/2012,0,0,0.009999324,0.548628009
2012,June,Germany,20,8133.77,9905.02,406.6885,954.1538462,0.567669512,4,903340,12404,6,6/1/2012,0,0,0.009004107,0.655737665
2012,June,India,5,787.66,1242.74,157.532,423.6666667,0.628042007,58,56460,1271,6,6/1/2012,0,0,0.013950762,0.619716758
2012,June,Ireland,3,194.82,270.96,64.94,Unknown,Unknown,451,24192,0,6,6/1/2012,1,1,0.008053075,Unknown
2012,June,Israel,3,213.06,442.03,71.02,353,0.201210779,309,37716,1059,6,6/1/2012,0,0,0.005649061,0.201189802
2012,June,Italy,8,2485.86,3195.47,310.7325,401.8333333,0.847893787,7,226576,2411,6,6/1/2012,0,0,0.010971418,1.031049357
2012,June,Japan,35,18011.13,22089.98,514.6037143,1101.96,0.480291772,2,1343882,27549,6,6/1/2012,0,0,0.013402315,0.653785255
2012,June,Norway,3,735.4,854.54,245.1333333,368.6666667,0.664548834,44,54304,1106,6,6/1/2012,0,0,0.01354228,0.664918626
2012,June,Poland,5,474.25,784.42,94.85,157,0.409745223,89,48978,157,6,6/1/2012,0,0,0.009682919,3.020700637
2012,June,Russia,5,1293.02,2302.61,258.604,2800,0.322107143,22,115120,2800,6,6/1/2012,0,0,0.011231932,0.461792857
2012,June,Saudi Arabia,3,317.47,366.84,105.8233333,504,0.378769841,85,77824,504,6,6/1/2012,0,0,0.004079333,0.629900794
2012,June,Singapore,1,67.77,242.09,67.77,Unknown,Unknown,417,6720,0,6,6/1/2012,1,1,0.010084821,Unknown
2012,June,South Korea,3,907.6,1065.46,302.5333333,1566.333333,0.19505186,55,116472,4699,6,6/1/2012,0,0,0.007792431,0.193147478
2012,June,Spain,4,313.45,460.45,78.3625,105.3333333,0.885379619,177,23544,316,6,6/1/2012,0,0,0.013313371,0.99193038
2012,June,Sweden,4,528.36,708.6,132.09,253,0.521343874,76,78920,253,6,6/1/2012,0,0,0.006694881,2.088379447
2012,June,Switzerland,1,316.2,401.86,316.2,780,0.405384615,57,47840,780,6,6/1/2012,0,0,0.006609532,0.405384615
2012,June,Taiwan,3,340.96,526.14,113.6533333,110,0.817636364,98,37212,110,6,6/1/2012,0,0,0.009162636,3.099636364
2012,June,United Arab Emirates,1,69.36,78.73,69.36,Unknown,Unknown,397,6432,0,6,6/1/2012,1,1,0.010783582,Unknown
2012,June,United Kingdom,25,6633.66,8891.89,265.3464,699.7777778,0.538571473,13,578704,12596,6,6/1/2012,0,0,0.011462959,0.526648142
2012,June,United States,252,59975.39,83791.42,237.9975794,677.5298507,0.550234341,1,7177573,90789,6,6/1/2012,0,0,0.008355943,0.660601945
2012,November,Australia,7,2196.92,2689.83,313.8457143,756,1.004327063,24,165828,2268,11,11/1/2012,0,0,0.013248185,0.968659612
2012,November,Austria,1,152.9,182.83,152.9,430,0.355581395,162,20776,430,11,11/1/2012,0,0,0.007359453,0.355581395
2012,November,Belgium,1,152.35,175.72,152.35,Unknown,Unknown,163,8448,0,11,11/1/2012,1,1,0.018033854,Unknown
2012,November,Brazil,2,465.7,824.63,232.85,366,0.68715847,98,48512,366,11,11/1/2012,0,0,0.009599687,1.272404372
2012,November,Canada,11,1858.44,2429.53,168.9490909,404,0.854955182,67,196744,2828,11,11/1/2012,0,0,0.009445981,0.657157001
2012,November,China,72,12349.79,22757.64,171.5248611,606.2857143,0.241394533,8,1604920,33952,11,11/1/2012,0,0,0.007694957,0.363742637
2012,November,Denmark,1,162.1,183.68,162.1,490,0.330816327,153,15672,490,11,11/1/2012,0,0,0.010343287,0.330816327
2012,November,Finland,3,437.69,527.98,145.8966667,520,0.147134615,118,31344,520,11,11/1/2012,0,0,0.013964076,0.841711538
2012,November,France,21,6413.6,7887.71,305.4095238,850.2307692,0.701022816,11,620348,11053,11,11/1/2012,0,0,0.010338713,0.580258753
2012,November,Germany,19,10178.3,12404.67,535.7,1091.7,0.651714737,5,875038,10917,11,11/1/2012,0,0,0.011631838,0.932334891
2012,November,India,9,1291.74,1890.9,143.5266667,349.5,0.715086623,82,90548,1398,11,11/1/2012,0,0,0.014265804,0.923991416
2012,November,Israel,1,77.7,161.59,77.7,387,0.200775194,472,13788,387,11,11/1/2012,0,0,0.005635335,0.200775194
2012,November,Italy,7,2424.82,3129.93,346.4028571,467.2,0.854699211,9,222480,2336,11,11/1/2012,0,0,0.010899047,1.03802226
2012,November,Japan,32,19448.39,23362.2,607.7621875,1194.041667,0.547413244,3,1389142,28657,11,11/1/2012,0,0,0.014000289,0.67866106
2012,November,Norway,3,735.4,873.16,245.1333333,368.6666667,0.664548834,56,54400,1106,11,11/1/2012,0,0,0.013518382,0.664918626
2012,November,Poland,4,589.56,947.1,147.39,82,2.10597561,106,66690,82,11,11/1/2012,0,0,0.008840306,7.189756098
2012,November,Russia,8,1990.63,3405.78,248.82875,1056.666667,1.001833321,26,179200,3170,11,11/1/2012,0,0,0.011108426,0.627958991
2012,November,Saudi Arabia,3,719.3,1464.27,239.7666667,341.5,1.365921233,52,116176,683,11,11/1/2012,0,0,0.006191468,1.053147877
2012,November,South Korea,4,1014.4,1291.92,253.6,1193,0.51204232,78,124536,4772,11,11/1/2012,0,0,0.008145436,0.212573345
2012,November,Spain,2,740.08,883.09,370.04,390.5,1.084833386,36,39208,781,11,11/1/2012,0,0,0.01887574,0.947605634
2012,November,Sweden,6,993.21,1295.4,165.535,316.5,0.660329831,83,106080,633,11,11/1/2012,0,0,0.009362839,1.569052133
2012,November,Switzerland,4,978.98,1254.73,244.745,330.3333333,1.544355217,80,84416,991,11,11/1/2012,0,0,0.011597091,0.987870838
2012,November,Taiwan,3,356.63,556.49,118.8766667,110,0.817636364,138,38520,110,11,11/1/2012,0,0,0.009258307,3.242090909
2012,November,United Kingdom,24,7260.69,9393.79,302.52875,606.4285714,0.62131555,16,567152,12735,11,11/1/2012,0,0,0.012802018,0.570136631
2012,November,United States,250,88981.11,129090.31,355.92444,824.1603053,0.672025061,1,8197146,107965,11,11/1/2012,0,0,0.010855133,0.824166258
2013,June,Australia,5,2056.25,2433.22,411.25,756,1.030010953,28,149060,2268,6,6/1/2013,0,0,0.013794781,0.906635802
2013,June,Austria,1,152.9,182.83,152.9,430,0.355581395,239,20776,430,6,6/1/2013,0,0,0.007359453,0.355581395
2013,June,Belgium,1,152.35,175.72,152.35,Unknown,Unknown,240,8448,0,6,6/1/2013,1,1,0.018033854,Unknown
2013,June,Brazil,3,626,1182.1,208.6666667,366,0.68715847,123,58880,366,6,6/1/2013,0,0,0.010631793,1.710382514
2013,June,Canada,9,1772,2288.14,196.8888889,435,0.77225509,77,178792,2610,6,6/1/2013,0,0,0.009910958,0.678927203
2013,June,China,66,47484.95,85176.32,719.4689394,1043.489362,0.328945447,1,4818068,49044,6,6/1/2013,0,0,0.0098556,0.968211198
2013,June,Denmark,1,162.1,183.68,162.1,490,0.330816327,213,15672,490,6,6/1/2013,0,0,0.010343287,0.330816327
2013,June,Finland,2,378,436.3,189,Unknown,Unknown,147,20976,0,6,6/1/2013,1,1,0.018020595,Unknown
2013,June,France,23,8938.49,10880.92,388.63,912.6,0.789530206,12,722376,13689,6,6/1/2013,0,0,0.012373736,0.652968807
2013,June,Germany,20,16360.61,19393.07,818.0305,1134.083333,0.82869425,7,1398378,13609,6,6/1/2013,0,0,0.011699705,1.202190462
2013,June,India,11,2690.47,3517.53,244.5881818,578.25,0.693615424,37,173580,2313,6,6/1/2013,0,0,0.015499885,1.163194985
2013,June,Israel,2,283.97,468.09,141.985,487,0.200924025,180,30084,487,6,6/1/2013,0,0,0.009439237,0.583100616
2013,June,Italy,6,2422.99,3095.5,403.8316667,297,1.547870326,13,209568,1188,6,6/1/2013,0,0,0.011561832,2.039553872
2013,June,Japan,30,20307.18,24500.65,676.906,1317.75,0.692822775,4,1386354,26355,6,6/1/2013,0,0,0.014647904,0.770524758
2013,June,Netherlands,2,258.04,361.72,129.02,Unknown,Unknown,219,17588,0,6,6/1/2013,1,1,0.014671367,Unknown
2013,June,Norway,3,735.4,873.16,245.1333333,368.6666667,0.664548834,69,54400,1106,6,6/1/2013,0,0,0.013518382,0.664918626
2013,June,Poland,3,561.2,774.89,187.0666667,82,2.304512195,114,60980,82,6,6/1/2013,0,0,0.009203017,6.843902439
2013,June,Russia,8,2012.18,3474.54,251.5225,1056.666667,1.001833321,32,177452,3170,6,6/1/2013,0,0,0.011339292,0.634757098
2013,June,Saudi Arabia,4,1272.51,1970.46,318.1275,396.3333333,1.409110376,53,140512,1189,6,6/1/2013,0,0,0.009056237,1.070235492
2013,June,South Korea,4,1014.4,1291.92,253.6,1193,0.51204232,92,124536,4772,6,6/1/2013,0,0,0.008145436,0.212573345
2013,June,Spain,3,1126.86,1337.65,375.62,549,1.084514356,30,63048,1098,6,6/1/2013,0,0,0.017873049,1.026284153
2013,June,Sweden,7,1161.3,1534.35,165.9,316.5,0.660329831,97,117568,633,6,6/1/2013,0,0,0.009877688,1.834597156
2013,June,Switzerland,4,1405.77,1749.93,351.4425,330.3333333,1.610534079,43,108224,991,6,6/1/2013,0,0,0.012989448,1.418536831
2013,June,Taiwan,1,177.1,231.86,177.1,Unknown,Unknown,194,26244,0,6,6/1/2013,1,1,0.006748209,Unknown
2013,June,United Kingdom,29,8082.25,11031.51,278.6982759,626.75,0.658951503,19,639312,12535,6,6/1/2013,0,0,0.012642106,0.644774631
2013,June,United States,251,106737.12,152510.08,425.24749,992.2086957,0.773458297,2,9040448,114104,6,6/1/2013,0,0,0.011806618,0.935437145
2013,November,Australia,5,2180.15,2635.54,436.03,967,1.392321819,33,145036,1934,11,11/1/2013,0,0,0.015031785,1.127275078
2013,November,Austria,1,152.9,182.83,152.9,430,0.355581395,304,20776,430,11,11/1/2013,0,0,0.007359453,0.355581395
2013,November,Belgium,1,152.35,175.72,152.35,Unknown,Unknown,307,8448,0,11,11/1/2013,1,1,0.018033854,Unknown
2013,November,Brazil,3,626,1182.1,208.6666667,366,0.68715847,157,58880,366,11,11/1/2013,0,0,0.010631793,1.710382514
2013,November,Canada,10,2077.84,2627.77,207.784,394.2857143,0.796384883,89,190752,2760,11,11/1/2013,0,0,0.010892887,0.75284058
2013,November,China,63,48549.03,89432.58,770.6195238,1245.933333,0.343933828,1,4925804,56067,11,11/1/2013,0,0,0.009856062,0.865910964
2013,November,Denmark,1,162.1,183.68,162.1,490,0.330816327,272,15672,490,11,11/1/2013,0,0,0.010343287,0.330816327
2013,November,Finland,2,378,436.3,189,Unknown,Unknown,190,20976,0,11,11/1/2013,1,1,0.018020595,Unknown
2013,November,France,22,9489.91,11228.58,431.3595455,795.4705882,1.059241681,15,720416,13523,11,11/1/2013,0,0,0.01317282,0.701760704
2013,November,Germany,21,18705.7,22298.83,890.747619,1071.25,1.162101307,8,1492004,12855,11,11/1/2013,0,0,0.012537299,1.455130299
2013,November,India,12,3040.3,3812.72,253.3583333,473.1666667,0.932873245,45,188252,2839,11,11/1/2013,0,0,0.01615016,1.070905248
2013,November,Ireland,2,268.57,343.31,134.285,115,1.221304348,359,30996,115,11,11/1/2013,0,0,0.008664666,2.335391304
2013,November,Israel,2,314.06,736.82,157.03,414,0.309033816,231,35424,414,11,11/1/2013,0,0,0.008865741,0.758599034
2013,November,Italy,5,2665.61,3212.69,533.122,410.25,1.22698072,16,221120,1641,11,11/1/2013,0,0,0.012055038,1.624381475
2013,November,Japan,28,22472.21,28925.86,802.5789286,1232.05,1.060173685,4,1558880,24641,11,11/1/2013,0,0,0.014415612,0.911984497
2013,November,Netherlands,3,511.07,671.16,170.3566667,245,0.908816327,185,47544,245,11,11/1/2013,0,0,0.010749411,2.086
2013,November,Norway,3,735.4,873.16,245.1333333,368.6666667,0.664548834,83,54400,1106,11,11/1/2013,0,0,0.013518382,0.664918626
2013,November,Poland,2,455.91,583.61,227.955,82,2.304512195,146,41852,82,11,11/1/2013,0,0,0.010893386,5.559878049
2013,November,Russia,5,1846.61,3242.73,369.322,1105.666667,0.995710872,38,166432,3317,11,11/1/2013,0,0,0.011095282,0.556710883
2013,November,Saudi Arabia,3,1165.31,1827.01,388.4366667,396.3333333,1.409110376,60,128272,1189,11,11/1/2013,0,0,0.009084679,0.980075694
2013,November,South Korea,5,1258.06,1760.09,251.612,1566.333333,0.19505186,111,154224,4699,11,11/1/2013,0,0,0.008157356,0.267729304
2013,November,Spain,2,1199.03,1357.83,599.515,664,0.89430055,35,65280,1328,11,11/1/2013,0,0,0.018367494,0.902884036
2013,November,Sweden,5,1067.77,1297.04,213.554,386,0.653003343,80,95680,772,11,11/1/2013,0,0,0.011159804,1.383121762
2013,November,Switzerland,5,7765.42,9632.17,1553.084,614.8,2.116356561,6,253904,3074,11,11/1/2013,0,0,0.030584079,2.526161353
2013,November,Taiwan,1,177.1,231.86,177.1,Unknown,Unknown,244,26244,0,11,11/1/2013,1,1,0.006748209,Unknown
2013,November,United Kingdom,23,9058.32,11380.21,393.84,551.1764706,0.793629381,20,627120,9370,11,11/1/2013,0,0,0.014444317,0.966736393
2013,November,United States,263,118143.83,169263.42,449.2160837,1174.426471,0.805537003,2,9815325,159722,11,11/1/2013,0,0,0.01203667,0.739684139
2014,June,Australia,6,2472.25,2869.88,412.0416667,595.5,1.059665374,39,151072,2382,6,6/1/2014,0,0,0.016364714,1.037888329
2014,June,Austria,1,152.9,182.83,152.9,430,0.355581395,424,20776,430,6,6/1/2014,0,0,0.007359453,0.355581395
2014,June,Belgium,2,319.82,393.26,159.91,Unknown,Unknown,335,19944,0,6,6/1/2014,1,1,0.016035901,Unknown
2014,June,Brazil,4,1031.37,1594.9,257.8425,1473,0.422139312,96,76080,2946,6,6/1/2014,0,0,0.013556388,0.35009165
2014,June,Canada,9,1959.75,2393.43,217.75,394.2857143,0.796384883,110,165280,2760,6,6/1/2014,0,0,0.011857152,0.710054348
2014,June,China,76,52129.79,102670.19,685.9182895,1092.936508,0.347585418,1,5432584,68855,6,6/1/2014,0,0,0.009595763,0.7570952
2014,June,Denmark,1,162.1,183.68,162.1,490,0.330816327,367,15672,490,6,6/1/2014,0,0,0.010343287,0.330816327
2014,June,Finland,2,378,436.3,189,Unknown,Unknown,233,20976,0,6,6/1/2014,1,1,0.018020595,Unknown
2014,June,France,27,11237.02,13391.64,416.1859259,714.3636364,1.012643068,17,783764,15716,6,6/1/2014,0,0,0.014337249,0.71500509
2014,June,Germany,22,19684.72,23338.02,894.76,969.6666667,1.095816895,8,1564484,14545,6,6/1/2014,0,0,0.012582244,1.353366793
2014,June,India,9,2898.75,3521.92,322.0833333,584.5,0.948482492,53,169324,3507,6,6/1/2014,0,0,0.017119546,0.826561163
2014,June,Ireland,1,140.45,147.46,140.45,115,1.221304348,477,7680,115,6,6/1/2014,0,0,0.01828776,1.221304348
2014,June,Israel,2,347.69,860.96,173.845,514,0.314338521,286,41392,514,6,6/1/2014,0,0,0.008399932,0.676439689
2014,June,Italy,5,5537.41,7055.61,1107.482,541.6,1.544471174,12,268400,2708,6,6/1/2014,0,0,0.020631185,2.044833826
2014,June,Japan,30,23941.22,30861.15,798.0406667,1876.875,1.162684003,4,1654398,45045,6,6/1/2014,0,0,0.014471258,0.531495615
2014,June,Netherlands,5,1005.52,1381.99,201.104,144.5,2.199862709,161,62160,289,6,6/1/2014,0,0,0.016176319,3.479307958
2014,June,Norway,3,735.4,873.16,245.1333333,368.6666667,0.664548834,99,54400,1106,6,6/1/2014,0,0,0.013518382,0.664918626
2014,June,Poland,2,455.91,583.61,227.955,82,2.304512195,176,41852,82,6,6/1/2014,0,0,0.010893386,5.559878049
2014,June,Russia,5,2046.48,3438.21,409.296,1105.666667,0.995710872,43,159828,3317,6,6/1/2014,0,0,0.012804265,0.616967139
2014,June,Saudi Arabia,4,1981.89,2744.51,495.4725,474,1.345581014,46,169232,1896,6,6/1/2014,0,0,0.011711083,1.045300633
2014,June,South Korea,8,2112.52,3202.99,264.065,1477.4,0.205057902,137,211080,7387,6,6/1/2014,0,0,0.010008149,0.28597807
2014,June,Spain,2,1199.03,1357.83,599.515,664,0.89430055,42,65280,1328,6,6/1/2014,0,0,0.018367494,0.902884036
2014,June,Sweden,3,812.53,991.2,270.8433333,519,0.784662813,95,73248,519,6,6/1/2014,0,0,0.011092863,1.565568401
2014,June,Switzerland,6,7959.57,9847.82,1326.595,614.8,2.116356561,6,263888,3074,6,6/1/2014,0,0,0.030162683,2.589320104
2014,June,Taiwan,1,177.1,231.86,177.1,Unknown,Unknown,304,26244,0,6,6/1/2014,1,1,0.006748209,Unknown
2014,June,United Kingdom,30,14871.2,18458.73,495.7066667,514.5217391,1.133360181,20,925152,11834,6,6/1/2014,0,0,0.016074332,1.25665033
2014,June,United States,232,122452.41,174940.07,527.8121121,1399.991597,0.81778252,2,9617949,166599,6,6/1/2014,0,0,0.012731655,0.735012875
2014,November,Australia,7,3644.81,4494.52,520.6871429,605,1.070122232,42,188283,3630,11,11/1/2014,0,0,0.019358147,1.00407989
2014,November,Austria,1,596.01,681.57,596.01,450,1.324466667,85,32768,450,11,11/1/2014,0,0,0.018188782,1.324466667
2014,November,Belgium,1,201.37,217.54,201.37,145,1.388758621,300,11424,145,11,11/1/2014,0,0,0.017626926,1.388758621
2014,November,Brazil,4,1031.37,1594.9,257.8425,1473,0.422139312,124,76080,2946,11,11/1/2014,0,0,0.013556388,0.35009165
2014,November,Canada,6,1903.94,2354.8,317.3233333,570.75,0.836345984,74,168992,2283,11,11/1/2014,0,0,0.01126645,0.833964082
2014,November,China,61,52105.17,99712.52,854.1831148,1248.959184,0.403241584,1,5299736,61199,11,11/1/2014,0,0,0.009831654,0.851405579
2014,November,Denmark,2,572.88,667.52,286.44,662.5,0.411384211,121,30792,1325,11,11/1/2014,0,0,0.018604832,0.432362264
2014,November,Finland,3,1870.55,2419.79,623.5166667,680,1.838235294,38,62768,680,11,11/1/2014,0,0,0.029801013,2.750808824
2014,November,France,30,14120.76,17081.7,470.692,683.36,1.141774027,21,900440,17084,11,11/1/2014,0,0,0.015682067,0.826548818
2014,November,Germany,27,25099.04,31292.9,929.5940741,886.0952381,1.328091708,8,1763124,18608,11,11/1/2014,0,0,0.01423555,1.34883061
2014,November,Hungary,1,197.21,248.2,197.21,Unknown,Unknown,308,3696,0,11,11/1/2014,1,1,0.053357684,Unknown
2014,November,India,9,3137.69,3912.2,348.6322222,584.5,0.948482492,71,184124,3507,11,11/1/2014,0,0,0.017041179,0.89469347
2014,November,Israel,2,347.69,860.96,173.845,514,0.314338521,352,41392,514,11,11/1/2014,0,0,0.008399932,0.676439689
2014,November,Italy,3,5430.93,7201.35,1810.31,849.3333333,1.894793297,13,259840,2548,11,11/1/2014,0,0,0.020901054,2.131448195
2014,November,Japan,32,25027.45,32519.74,782.1078125,1806.44,1.261039227,4,1945550,45161,11,11/1/2014,0,0,0.012863946,0.554182813
2014,November,Netherlands,5,1835.37,2460.26,367.074,375,2.490858228,46,88080,750,11,11/1/2014,0,0,0.020837534,2.44716
2014,November,Norway,3,735.4,873.16,245.1333333,368.6666667,0.664548834,127,54400,1106,11,11/1/2014,0,0,0.013518382,0.664918626
2014,November,Poland,2,455.91,583.61,227.955,82,2.304512195,211,41852,82,11,11/1/2014,0,0,0.010893386,5.559878049
2014,November,Russia,9,4883.08,7636.77,542.5644444,651.6666667,1.479717189,23,251502,3910,11,11/1/2014,0,0,0.019415671,1.248869565
2014,November,Saudi Arabia,4,1981.89,2744.51,495.4725,474,1.345581014,63,169232,1896,11,11/1/2014,0,0,0.011711083,1.045300633
2014,November,South Korea,9,2527.21,3673.65,280.8011111,1257.833333,0.530881585,148,219012,7547,11,11/1/2014,0,0,0.011539139,0.334862859
2014,November,Spain,2,1199.03,1357.83,599.515,664,0.89430055,58,65280,1328,11,11/1/2014,0,0,0.018367494,0.902884036
2014,November,Sweden,5,2382.97,3169.15,476.594,652.5,1.281008251,33,136000,1305,11,11/1/2014,0,0,0.017521838,1.826030651
2014,November,Switzerland,7,8904.37,11105.8,1272.052857,614.8,2.116356561,6,294128,3074,11,11/1/2014,0,0,0.030273792,2.896672088
2014,November,Taiwan,1,177.1,231.86,177.1,Unknown,Unknown,369,26244,0,11,11/1/2014,1,1,0.006748209,Unknown
2014,November,United Kingdom,30,15366.54,19811.56,512.218,694.5238095,1.159417277,26,986080,14585,11,11/1/2014,0,0,0.015583462,1.05358519
2014,November,United States,232,136850.27,195275.65,589.8718534,1446.5,0.92105328,2,10058514,182259,11,11/1/2014,0,0,0.013605416,0.750856035
2015,June,Australia,5,3319.11,4136.42,663.822,795.5,1.241678883,58,171067,3182,6,6/1/2015,0,0,0.019402398,1.043089252
